city,month,day,temp,max_temp,min_temp,precp
新北市,2019-01,01,16.4,17.4,15.9,1.3
新北市,2019-01,02,17.2,18.6,16.0,3.0
新北市,2019-01,03,18.5,19.8,17.1,7.5
新北市,2019-01,04,21.4,27.7,18.8,0.0
新北市,2019-01,05,19.8,22.5,18.6,3.0
新北市,2019-01,06,17.9,19.3,16.1,5.5
新北市,2019-01,07,20.5,23.1,18.0,0.0
新北市,2019-01,08,19.9,21.9,18.3,T
新北市,2019-01,09,19.1,21.5,17.1,0.0
新北市,2019-01,10,21.9,27.6,18.6,0.0
新北市,2019-01,11,21.5,26.3,19.7,0.0
新北市,2019-01,12,19.5,21.2,18.3,0.0
新北市,2019-01,13,18.7,19.8,18.1,0.0
新北市,2019-01,14,19.9,22.9,17.7,0.1
新北市,2019-01,15,20.4,23.4,18.3,0.2
新北市,2019-01,16,16.6,18.3,15.5,12.5
新北市,2019-01,17,15.6,16.4,14.7,7.0
新北市,2019-01,18,18.1,21.5,14.8,0.0
新北市,2019-01,19,17.9,22.8,13.2,0.0
新北市,2019-01,20,18.0,22.6,15.1,1.7
新北市,2019-01,21,15.1,16.2,14.0,5.5
新北市,2019-01,22,13.7,15.3,12.6,1.5
新北市,2019-01,23,15.8,18.1,12.6,0.0
新北市,2019-01,24,17.5,20.5,15.9,0.0
新北市,2019-01,25,17.8,23.4,13.0,0.0
新北市,2019-01,26,15.2,17.6,14.0,0.0
新北市,2019-01,27,15.3,17.4,14.0,0.0
新北市,2019-01,28,17.1,23.7,10.6,0.0
新北市,2019-01,29,19.7,23.2,16.5,0.0
新北市,2019-01,30,19.5,25.4,14.7,0.0
新北市,2019-01,31,19.2,27.6,14.8,0.0
臺北市,2019-01,01,16.2,17.4,15.7,2.0
臺北市,2019-01,02,17.0,18.2,15.7,5.7
臺北市,2019-01,03,18.4,20.0,17.1,6.4
臺北市,2019-01,04,22.0,28.6,19.2,0.0
臺北市,2019-01,05,19.9,22.4,18.8,3.5
臺北市,2019-01,06,18.0,19.3,16.7,4.5
臺北市,2019-01,07,20.6,24.0,17.7,0.0
臺北市,2019-01,08,20.0,21.4,18.1,T
臺北市,2019-01,09,18.7,20.6,16.8,0.0
臺北市,2019-01,10,22.7,28.3,20.5,0.0
臺北市,2019-01,11,22.1,27.1,20.4,0.0
臺北市,2019-01,12,19.6,21.2,18.1,0.0
臺北市,2019-01,13,18.6,20.4,17.9,0.0
臺北市,2019-01,14,19.7,22.5,17.4,0.0
臺北市,2019-01,15,21.0,23.1,18.2,0.0
臺北市,2019-01,16,16.6,18.2,15.5,14.0
臺北市,2019-01,17,15.7,16.4,14.8,4.5
臺北市,2019-01,18,18.2,22.0,15.3,0.0
臺北市,2019-01,19,19.1,23.6,14.9,0.0
臺北市,2019-01,20,18.4,23.0,15.4,1.0
臺北市,2019-01,21,15.2,16.2,14.3,3.2
臺北市,2019-01,22,14.5,15.5,12.6,0.2
臺北市,2019-01,23,16.2,18.2,11.9,0.0
臺北市,2019-01,24,17.8,21.1,16.2,0.0
臺北市,2019-01,25,18.9,23.5,15.4,0.0
臺北市,2019-01,26,15.4,17.9,14.1,0.0
臺北市,2019-01,27,15.5,17.5,14.3,0.0
臺北市,2019-01,28,17.9,23.4,12.6,0.0
臺北市,2019-01,29,20.0,24.3,17.2,0.0
臺北市,2019-01,30,20.9,26.9,16.6,0.0
臺北市,2019-01,31,19.9,27.8,15.0,0.0
基隆市,2019-01,01,16.1,16.5,15.6,43.0
基隆市,2019-01,02,16.9,18.1,15.6,45.0
基隆市,2019-01,03,18.1,20.2,17.1,40.0
基隆市,2019-01,04,21.6,27.2,18.7,2.0
基隆市,2019-01,05,19.0,21.2,17.9,10.0
基隆市,2019-01,06,17.6,18.7,16.5,47.5
基隆市,2019-01,07,19.5,22.0,17.1,8.0
基隆市,2019-01,08,18.6,20.0,17.0,31.5
基隆市,2019-01,09,17.8,19.9,16.3,9.5
基隆市,2019-01,10,21.6,25.2,19.2,0.0
基隆市,2019-01,11,20.5,23.9,18.5,T
基隆市,2019-01,12,18.2,19.1,17.3,7.0
基隆市,2019-01,13,17.6,18.4,16.8,12.5
基隆市,2019-01,14,19.0,20.6,16.7,1.5
基隆市,2019-01,15,19.7,21.8,17.0,20.5
基隆市,2019-01,16,16.3,17.1,15.3,53.0
基隆市,2019-01,17,15.8,16.6,14.8,12.0
基隆市,2019-01,18,18.0,20.7,15.9,0.0
基隆市,2019-01,19,18.6,21.8,15.3,0.0
基隆市,2019-01,20,17.8,20.9,15.1,7.5
基隆市,2019-01,21,15.1,16.3,14.1,26.5
基隆市,2019-01,22,14.7,15.4,13.7,4.5
基隆市,2019-01,23,16.4,17.4,12.8,0.0
基隆市,2019-01,24,17.6,18.4,17.0,0.0
基隆市,2019-01,25,18.6,19.7,17.1,0.0
基隆市,2019-01,26,15.3,17.7,14.1,0.0
基隆市,2019-01,27,15.4,16.6,13.9,0.5
基隆市,2019-01,28,16.6,19.7,12.6,0.0
基隆市,2019-01,29,19.1,20.7,16.6,0.1
基隆市,2019-01,30,19.2,21.3,16.0,0.0
基隆市,2019-01,31,19.1,26.1,14.4,0.0
花蓮縣,2019-01,01,19.2,21.2,18.4,0.0
花蓮縣,2019-01,02,18.7,20.1,17.5,10.5
花蓮縣,2019-01,03,20.0,21.6,18.1,4.5
花蓮縣,2019-01,04,21.9,25.7,18.5,0.5
花蓮縣,2019-01,05,22.2,26.8,19.5,3.5
花蓮縣,2019-01,06,21.0,23.0,20.0,2.5
花蓮縣,2019-01,07,21.4,24.7,19.1,0.0
花蓮縣,2019-01,08,21.2,24.5,19.1,0.5
花蓮縣,2019-01,09,20.7,22.2,19.6,T
花蓮縣,2019-01,10,22.5,26.4,18.9,0.0
花蓮縣,2019-01,11,23.4,26.6,20.8,0.5
花蓮縣,2019-01,12,21.5,23.8,19.7,9.5
花蓮縣,2019-01,13,20.5,21.9,19.0,1.0
花蓮縣,2019-01,14,19.9,21.5,18.8,1.0
花蓮縣,2019-01,15,21.6,25.3,18.9,0.5
花蓮縣,2019-01,16,20.3,21.9,19.2,T
花蓮縣,2019-01,17,19.6,21.9,18.5,0.0
花蓮縣,2019-01,18,19.3,22.4,17.7,0.0
花蓮縣,2019-01,19,20.0,22.5,17.4,0.0
花蓮縣,2019-01,20,20.1,23.7,19.0,4.0
花蓮縣,2019-01,21,18.4,19.9,17.0,1.0
花蓮縣,2019-01,22,17.1,19.2,15.9,0.0
花蓮縣,2019-01,23,17.9,21.5,15.7,1.0
花蓮縣,2019-01,24,19.1,22.9,16.1,0.0
花蓮縣,2019-01,25,19.4,23.6,16.8,9.5
花蓮縣,2019-01,26,17.4,19.7,14.8,0.0
花蓮縣,2019-01,27,16.5,18.7,14.9,T
花蓮縣,2019-01,28,18.0,23.3,14.6,5.0
花蓮縣,2019-01,29,18.4,20.3,16.6,14.5
花蓮縣,2019-01,30,21.1,25.2,17.5,0.0
花蓮縣,2019-01,31,21.5,26.6,17.5,1.5
宜蘭縣,2019-01,01,16.2,17.1,15.8,111.5
宜蘭縣,2019-01,02,16.7,17.8,15.8,149.5
宜蘭縣,2019-01,03,18.3,19.4,17.5,62.8
宜蘭縣,2019-01,04,21.4,26.7,18.4,6.7
宜蘭縣,2019-01,05,21.4,25.9,18.5,0.0
宜蘭縣,2019-01,06,19.0,20.9,17.5,19.1
宜蘭縣,2019-01,07,19.4,21.7,17.5,7.5
宜蘭縣,2019-01,08,19.3,21.2,17.3,1.7
宜蘭縣,2019-01,09,18.1,19.0,16.6,46.6
宜蘭縣,2019-01,10,22.0,26.8,18.7,0.6
宜蘭縣,2019-01,11,22.9,28.0,19.0,2.0
宜蘭縣,2019-01,12,20.7,25.9,18.7,T
宜蘭縣,2019-01,13,18.8,20.8,17.8,0.5
宜蘭縣,2019-01,14,18.6,21.5,16.6,2.7
宜蘭縣,2019-01,15,21.3,26.4,18.2,1.6
宜蘭縣,2019-01,16,17.2,18.5,16.3,13.5
宜蘭縣,2019-01,17,16.6,18.2,15.6,0.8
宜蘭縣,2019-01,18,17.9,21.7,14.5,0.0
宜蘭縣,2019-01,19,19.8,25.6,14.5,0.0
宜蘭縣,2019-01,20,19.1,23.6,16.2,7.1
宜蘭縣,2019-01,21,15.6,16.9,14.9,9.0
宜蘭縣,2019-01,22,14.9,15.9,13.5,0.0
宜蘭縣,2019-01,23,15.9,19.2,13.4,0.0
宜蘭縣,2019-01,24,16.8,18.3,15.4,0.0
宜蘭縣,2019-01,25,18.8,24.2,14.7,0.0
宜蘭縣,2019-01,26,15.2,17.0,13.0,0.0
宜蘭縣,2019-01,27,14.5,15.5,13.1,T
宜蘭縣,2019-01,28,17.8,23.0,12.8,0.5
宜蘭縣,2019-01,29,17.3,19.4,16.0,3.7
宜蘭縣,2019-01,30,19.7,25.0,14.3,0.0
宜蘭縣,2019-01,31,20.4,27.1,15.7,0.0
澎湖縣,2019-01,01,18.4,19.4,17.7,0.0
澎湖縣,2019-01,02,18.3,19.3,16.8,0.5
澎湖縣,2019-01,03,18.4,19.5,16.8,2.5
澎湖縣,2019-01,04,17.7,18.9,16.8,0.0
澎湖縣,2019-01,05,19.4,22.8,18.3,6.0
澎湖縣,2019-01,06,18.4,19.1,17.5,0.0
澎湖縣,2019-01,07,18.0,19.3,16.9,0.0
澎湖縣,2019-01,08,18.5,19.7,17.2,0.0
澎湖縣,2019-01,09,18.3,19.8,17.3,0.0
澎湖縣,2019-01,10,17.8,19.5,16.6,0.0
澎湖縣,2019-01,11,18.9,21.7,17.8,0.0
澎湖縣,2019-01,12,19.3,20.9,18.0,0.0
澎湖縣,2019-01,13,18.6,20.4,18.0,0.0
澎湖縣,2019-01,14,18.5,21.0,17.8,0.0
澎湖縣,2019-01,15,18.7,20.6,17.4,0.0
澎湖縣,2019-01,16,16.5,18.2,15.4,3.0
澎湖縣,2019-01,17,15.7,16.7,15.1,0.0
澎湖縣,2019-01,18,16.8,20.4,15.4,0.0
澎湖縣,2019-01,19,18.5,20.2,16.0,0.0
澎湖縣,2019-01,20,19.3,22.4,17.2,0.0
澎湖縣,2019-01,21,15.8,17.2,15.1,0.0
澎湖縣,2019-01,22,15.6,17.2,14.6,0.0
澎湖縣,2019-01,23,16.6,19.6,14.8,0.0
澎湖縣,2019-01,24,17.5,20.5,15.9,0.0
澎湖縣,2019-01,25,18.2,21.5,16.4,0.0
澎湖縣,2019-01,26,16.2,18.1,14.8,0.0
澎湖縣,2019-01,27,15.9,17.9,14.8,0.0
澎湖縣,2019-01,28,17.9,21.2,15.8,0.0
澎湖縣,2019-01,29,18.6,21.8,17.3,0.0
澎湖縣,2019-01,30,20.1,22.6,17.5,0.0
澎湖縣,2019-01,31,22.2,26.8,18.9,0.0
臺南市,2019-01,01,18.9,23.6,16.4,0.0
臺南市,2019-01,02,19.4,22.8,17.2,0.0
臺南市,2019-01,03,20.6,25.6,18.1,0.0
臺南市,2019-01,04,21.2,26.1,18.6,0.0
臺南市,2019-01,05,22.9,28.9,19.2,0.0
臺南市,2019-01,06,21.3,25.2,19.0,0.0
臺南市,2019-01,07,21.1,27.5,18.1,0.0
臺南市,2019-01,08,21.8,26.7,19.4,0.0
臺南市,2019-01,09,21.5,26.6,18.4,0.0
臺南市,2019-01,10,21.4,26.6,19.0,0.0
臺南市,2019-01,11,22.1,27.9,19.1,0.0
臺南市,2019-01,12,22.8,27.5,19.8,0.0
臺南市,2019-01,13,21.0,26.4,18.5,0.0
臺南市,2019-01,14,21.0,27.1,18.0,0.0
臺南市,2019-01,15,20.9,26.8,18.1,T
臺南市,2019-01,16,18.4,20.8,17.2,T
臺南市,2019-01,17,17.4,21.0,15.1,0.0
臺南市,2019-01,18,18.0,23.3,14.8,0.0
臺南市,2019-01,19,19.7,23.2,16.0,0.0
臺南市,2019-01,20,20.5,24.4,17.8,0.0
臺南市,2019-01,21,16.5,19.9,14.8,T
臺南市,2019-01,22,16.1,19.6,13.4,0.0
臺南市,2019-01,23,16.5,22.4,11.9,0.0
臺南市,2019-01,24,18.2,24.8,14.2,0.0
臺南市,2019-01,25,18.5,25.2,14.5,0.0
臺南市,2019-01,26,16.6,21.7,14.5,0.0
臺南市,2019-01,27,16.9,22.2,14.4,0.0
臺南市,2019-01,28,18.3,24.7,14.1,0.0
臺南市,2019-01,29,18.9,25.7,14.9,0.0
臺南市,2019-01,30,20.3,27.0,14.6,0.0
臺南市,2019-01,31,23.4,28.1,20.5,0.0
高雄市,2019-01,01,20.2,24.5,17.2,0.0
高雄市,2019-01,02,20.2,23.5,18.0,0.0
高雄市,2019-01,03,21.4,26.7,17.8,0.0
高雄市,2019-01,04,21.8,27.1,18.0,0.0
高雄市,2019-01,05,23.9,29.7,19.1,0.0
高雄市,2019-01,06,22.7,28.0,19.8,0.0
高雄市,2019-01,07,22.3,28.1,18.1,0.0
高雄市,2019-01,08,22.7,29.3,19.1,0.0
高雄市,2019-01,09,22.8,28.5,19.0,0.0
高雄市,2019-01,10,23.2,29.6,19.0,0.0
高雄市,2019-01,11,24.1,30.5,19.6,0.0
高雄市,2019-01,12,24.6,30.2,20.5,0.0
高雄市,2019-01,13,22.5,28.6,19.5,0.0
高雄市,2019-01,14,22.2,28.2,18.0,0.0
高雄市,2019-01,15,22.0,28.5,18.6,0.0
高雄市,2019-01,16,19.6,22.1,18.0,1.0
高雄市,2019-01,17,18.7,23.3,15.6,0.0
高雄市,2019-01,18,19.4,24.6,15.0,0.0
高雄市,2019-01,19,20.8,27.0,17.7,0.0
高雄市,2019-01,20,21.4,26.0,18.5,0.5
高雄市,2019-01,21,18.0,22.3,16.0,0.0
高雄市,2019-01,22,17.4,21.3,14.6,0.0
高雄市,2019-01,23,17.6,24.5,17.0,0.0
高雄市,2019-01,24,19.6,26.5,14.5,0.0
高雄市,2019-01,25,19.6,26.6,16.2,0.0
高雄市,2019-01,26,17.3,23.1,13.8,0.0
高雄市,2019-01,27,17.6,23.5,14.1,0.0
高雄市,2019-01,28,18.8,26.0,13.3,0.0
高雄市,2019-01,29,20.3,27.2,15.3,0.0
高雄市,2019-01,30,21.1,27.7,14.5,0.0
高雄市,2019-01,31,23.1,29.8,18.0,0.0
嘉義市,2019-01,01,18.3,24.5,13.5,0.0
嘉義市,2019-01,02,19.1,22.4,16.5,T
嘉義市,2019-01,03,20.0,25.5,16.9,0.0
嘉義市,2019-01,04,21.0,27.6,16.5,0.0
嘉義市,2019-01,05,22.4,30.1,17.0,0.0
嘉義市,2019-01,06,20.9,25.9,17.8,0.0
嘉義市,2019-01,07,21.0,28.1,15.8,0.0
嘉義市,2019-01,08,21.8,27.2,19.2,0.0
嘉義市,2019-01,09,21.1,27.1,17.9,0.0
嘉義市,2019-01,10,21.2,26.8,17.9,0.0
嘉義市,2019-01,11,21.7,28.9,18.3,0.0
嘉義市,2019-01,12,21.5,28.3,18.1,0.0
嘉義市,2019-01,13,20.6,26.9,17.7,0.0
嘉義市,2019-01,14,20.4,27.3,17.1,0.0
嘉義市,2019-01,15,20.5,26.4,18.0,0.0
嘉義市,2019-01,16,17.6,19.2,16.4,3.0
嘉義市,2019-01,17,16.6,20.2,14.9,0.5
嘉義市,2019-01,18,18.0,24.9,13.5,0.0
嘉義市,2019-01,19,19.2,23.4,15.3,0.0
嘉義市,2019-01,20,20.0,25.2,17.3,0.0
嘉義市,2019-01,21,16.4,20.4,14.5,1.5
嘉義市,2019-01,22,15.3,18.2,11.4,0.0
嘉義市,2019-01,23,15.9,23.4,10.1,0.0
嘉義市,2019-01,24,17.2,25.5,11.7,0.0
嘉義市,2019-01,25,17.4,25.9,11.5,0.0
嘉義市,2019-01,26,16.0,22.9,11.5,0.0
嘉義市,2019-01,27,16.5,22.4,13.4,0.0
嘉義市,2019-01,28,17.2,25.5,11.7,0.0
嘉義市,2019-01,29,17.9,26.1,12.1,0.0
嘉義市,2019-01,30,19.3,27.9,13.6,0.0
嘉義市,2019-01,31,22.1,30.9,14.9,0.0
臺中市,2019-01,01,18.8,23.6,15.0,T
臺中市,2019-01,02,18.9,22.2,17.2,T
臺中市,2019-01,03,19.3,22.5,17.5,1.5
臺中市,2019-01,04,20.9,27.1,17.8,0.0
臺中市,2019-01,05,22.2,27.2,18.7,0.0
臺中市,2019-01,06,20.1,24.1,17.6,0.5
臺中市,2019-01,07,20.7,27.0,17.6,0.0
臺中市,2019-01,08,21.1,25.5,19.3,0.0
臺中市,2019-01,09,20.9,27.0,18.6,0.0
臺中市,2019-01,10,21.5,27.9,19.0,0.0
臺中市,2019-01,11,22.6,29.0,19.4,0.0
臺中市,2019-01,12,22.3,27.9,18.7,0.0
臺中市,2019-01,13,20.6,26.1,18.1,0.0
臺中市,2019-01,14,20.4,24.9,17.6,0.0
臺中市,2019-01,15,20.4,26.4,18.0,0.0
臺中市,2019-01,16,17.5,19.3,16.1,8.5
臺中市,2019-01,17,16.3,20.3,14.7,2.5
臺中市,2019-01,18,18.4,24.3,14.8,0.0
臺中市,2019-01,19,19.6,23.6,15.0,0.0
臺中市,2019-01,20,20.1,24.2,17.4,0.0
臺中市,2019-01,21,16.6,21.1,14.7,T
臺中市,2019-01,22,15.0,18.0,12.0,0.0
臺中市,2019-01,23,16.4,23.8,11.1,0.0
臺中市,2019-01,24,17.6,24.7,12.8,0.0
臺中市,2019-01,25,17.8,25.5,12.7,0.0
臺中市,2019-01,26,16.7,22.1,14.1,0.0
臺中市,2019-01,27,16.8,22.8,13.8,0.0
臺中市,2019-01,28,17.4,25.0,12.0,0.0
臺中市,2019-01,29,18.3,25.8,12.5,0.0
臺中市,2019-01,30,20.6,27.4,15.7,0.0
臺中市,2019-01,31,22.4,31.0,17.4,0.0
新竹縣,2019-01,01,17.5,20.1,16.1,0.0
新竹縣,2019-01,02,18.0,20.0,16.5,T
新竹縣,2019-01,03,19.0,21.2,17.0,2.0
新竹縣,2019-01,04,18.5,22.8,16.5,T
新竹縣,2019-01,05,19.1,21.9,17.9,6.5
新竹縣,2019-01,06,17.6,19.1,15.7,4.0
新竹縣,2019-01,07,20.4,24.8,16.8,0.0
新竹縣,2019-01,08,19.3,20.6,18.2,T
新竹縣,2019-01,09,20.0,23.5,17.3,0.0
新竹縣,2019-01,10,19.8,23.5,17.5,0.0
新竹縣,2019-01,11,20.4,23.6,19.1,0.0
新竹縣,2019-01,12,18.9,21.9,17.7,0.0
新竹縣,2019-01,13,18.0,19.5,17.6,0.0
新竹縣,2019-01,14,20.1,24.5,17.4,0.0
新竹縣,2019-01,15,19.2,23.2,17.5,0.0
新竹縣,2019-01,16,16.1,17.5,15.0,8.5
新竹縣,2019-01,17,14.6,15.9,13.7,4.5
新竹縣,2019-01,18,17.6,22.6,14.1,0.0
新竹縣,2019-01,19,17.8,22.0,13.6,0.0
新竹縣,2019-01,20,17.7,21.5,14.4,T
新竹縣,2019-01,21,14.9,17.1,13.4,T
新竹縣,2019-01,22,13.8,14.8,12.5,0.0
新竹縣,2019-01,23,15.7,20.7,11.8,0.0
新竹縣,2019-01,24,17.1,21.9,13.9,0.0
新竹縣,2019-01,25,16.6,22.3,12.3,0.0
新竹縣,2019-01,26,14.7,16.5,13.3,0.0
新竹縣,2019-01,27,15.1,18.6,12.6,0.0
新竹縣,2019-01,28,16.1,22.4,10.3,0.0
新竹縣,2019-01,29,18.5,24.9,12.6,0.0
新竹縣,2019-01,30,17.9,20.5,15.4,0.0
新竹縣,2019-01,31,19.0,25.1,14.8,0.0
屏東縣,2019-01,01,20.9,24.8,17.8,0.0
屏東縣,2019-01,02,20.6,24.0,18.1,0.0
屏東縣,2019-01,03,21.5,28.0,17.1,0.0
屏東縣,2019-01,04,22.2,27.7,18.0,0.0
屏東縣,2019-01,05,24.1,30.1,19.2,0.0
屏東縣,2019-01,06,23.3,29.5,19.2,0.0
屏東縣,2019-01,07,22.7,29.3,18.0,0.0
屏東縣,2019-01,08,23.1,30.0,19.0,0.0
屏東縣,2019-01,09,23.0,30.2,18.0,0.0
屏東縣,2019-01,10,23.6,29.7,18.6,0.0
屏東縣,2019-01,11,24.7,32.2,20.0,0.0
屏東縣,2019-01,12,24.3,31.2,20.0,0.0
屏東縣,2019-01,13,23.3,29.5,19.3,0.0
屏東縣,2019-01,14,22.5,29.7,17.5,0.0
屏東縣,2019-01,15,22.4,28.6,19.0,0.0
屏東縣,2019-01,16,20.4,23.5,18.5,0.5
屏東縣,2019-01,17,19.4,24.2,15.7,0.0
屏東縣,2019-01,18,19.8,26.2,15.1,0.0
屏東縣,2019-01,19,21.2,26.0,18.7,0.0
屏東縣,2019-01,20,21.4,27.0,18.3,1.0
屏東縣,2019-01,21,18.5,23.5,15.6,0.0
屏東縣,2019-01,22,18.0,23.8,15.0,0.0
屏東縣,2019-01,23,18.1,24.0,12.0,0.0
屏東縣,2019-01,24,19.5,27.1,13.3,0.0
屏東縣,2019-01,25,20.4,28.8,15.2,0.0
屏東縣,2019-01,26,19.0,24.6,14.7,0.0
屏東縣,2019-01,27,18.3,24.8,15.0,0.0
屏東縣,2019-01,28,19.4,26.5,14.1,0.0
屏東縣,2019-01,29,20.3,27.6,16.1,0.0
屏東縣,2019-01,30,21.5,30.1,14.8,0.0
屏東縣,2019-01,31,23.5,30.8,17.8,0.0
臺東縣,2019-01,01,20.8,23.3,19.2,T
臺東縣,2019-01,02,19.1,21.5,17.8,3.5
臺東縣,2019-01,03,21.6,24.8,19.0,T
臺東縣,2019-01,04,23.2,26.8,19.9,0.0
臺東縣,2019-01,05,23.5,27.1,21.0,5.1
臺東縣,2019-01,06,22.0,23.8,20.0,0.2
臺東縣,2019-01,07,22.6,25.9,19.3,0.0
臺東縣,2019-01,08,22.9,26.7,20.4,0.6
臺東縣,2019-01,09,22.5,25.4,20.6,0.0
臺東縣,2019-01,10,23.7,27.0,20.7,0.0
臺東縣,2019-01,11,25.0,28.1,22.1,0.0
臺東縣,2019-01,12,24.2,28.3,22.0,0.0
臺東縣,2019-01,13,22.2,25.0,20.4,T
臺東縣,2019-01,14,21.6,24.9,19.8,0.0
臺東縣,2019-01,15,21.6,25.7,19.6,12.0
臺東縣,2019-01,16,20.8,23.3,19.4,T
臺東縣,2019-01,17,20.0,22.7,18.4,0.0
臺東縣,2019-01,18,19.6,22.8,17.4,0.0
臺東縣,2019-01,19,20.2,23.6,18.1,1.2
臺東縣,2019-01,20,20.3,24.4,18.5,3.5
臺東縣,2019-01,21,19.4,23.3,17.7,0.0
臺東縣,2019-01,22,19.3,24.5,16.1,0.0
臺東縣,2019-01,23,18.5,22.9,15.2,0.0
臺東縣,2019-01,24,20.0,24.2,17.4,0.0
臺東縣,2019-01,25,20.6,24.9,17.2,T
臺東縣,2019-01,26,18.6,22.2,16.1,T
臺東縣,2019-01,27,17.4,20.0,15.8,0.0
臺東縣,2019-01,28,18.5,22.6,15.3,0.9
臺東縣,2019-01,29,19.4,23.7,17.1,8.5
臺東縣,2019-01,30,21.6,25.9,18.5,0.0
臺東縣,2019-01,31,22.7,26.7,19.7,0.0
南投縣,2019-01,01,18.1,23.9,13.8,0.0
南投縣,2019-01,02,18.7,21.9,16.7,0.0
南投縣,2019-01,03,19.5,22.9,17.3,0.5
南投縣,2019-01,04,21.1,27.6,17.4,0.0
南投縣,2019-01,05,23.0,28.3,18.7,0.0
南投縣,2019-01,06,20.2,24.7,17.7,0.0
南投縣,2019-01,07,21.1,26.9,17.4,0.0
南投縣,2019-01,08,21.1,25.6,18.7,0.0
南投縣,2019-01,09,20.7,26.1,18.1,0.0
南投縣,2019-01,10,21.6,27.8,18.7,0.0
南投縣,2019-01,11,22.6,28.5,18.7,0.0
南投縣,2019-01,12,22.3,27.6,19.0,0.0
南投縣,2019-01,13,20.4,26.0,17.7,0.0
南投縣,2019-01,14,20.4,25.5,16.9,0.0
南投縣,2019-01,15,20.5,26.3,17.9,0.0
南投縣,2019-01,16,17.3,19.6,16.0,5.5
南投縣,2019-01,17,16.2,19.3,14.4,2.0
南投縣,2019-01,18,18.4,25.2,14.6,0.0
南投縣,2019-01,19,19.3,23.7,15.1,0.0
南投縣,2019-01,20,20.0,23.9,17.6,0.0
南投縣,2019-01,21,16.3,20.1,14.5,0.0
南投縣,2019-01,22,14.8,17.2,11.3,0.0
南投縣,2019-01,23,16.2,23.1,10.7,0.0
南投縣,2019-01,24,17.4,24.0,12.2,0.0
南投縣,2019-01,25,18.0,25.3,12.3,0.0
南投縣,2019-01,26,15.8,21.6,12.0,0.0
南投縣,2019-01,27,16.5,22.2,13.2,0.0
南投縣,2019-01,28,17.3,23.9,11.6,0.0
南投縣,2019-01,29,18.5,25.5,11.8,0.0
南投縣,2019-01,30,20.5,26.6,15.3,0.0
南投縣,2019-01,31,22.3,30.1,16.2,0.0
雲林縣,2019-01,01,17.5,22.9,14.0,0.0
雲林縣,2019-01,02,18.1,21.0,16.0,0.0
雲林縣,2019-01,03,19.0,22.9,16.9,0.5
雲林縣,2019-01,04,20.2,26.3,17.4,0.0
雲林縣,2019-01,05,21.5,27.8,17.5,0.0
雲林縣,2019-01,06,19.7,24.0,17.2,0.0
雲林縣,2019-01,07,20.1,26.3,16.6,0.0
雲林縣,2019-01,08,20.5,25.0,18.4,0.0
雲林縣,2019-01,09,19.8,25.2,17.5,0.0
雲林縣,2019-01,10,20.3,25.4,17.9,0.0
雲林縣,2019-01,11,21.2,28.0,18.7,0.0
雲林縣,2019-01,12,21.1,26.2,17.4,0.0
雲林縣,2019-01,13,19.5,24.6,16.9,0.0
雲林縣,2019-01,14,19.5,24.7,16.6,0.0
雲林縣,2019-01,15,19.3,24.7,17.2,0.0
雲林縣,2019-01,16,16.8,18.5,15.7,3.5
雲林縣,2019-01,17,15.7,19.3,14.0,1.5
雲林縣,2019-01,18,17.3,23.8,13.7,0.0
雲林縣,2019-01,19,18.4,22.6,14.9,0.0
雲林縣,2019-01,20,19.0,22.9,17.0,0.0
雲林縣,2019-01,21,15.7,19.2,14.1,0.5
雲林縣,2019-01,22,14.5,17.1,11.4,0.0
雲林縣,2019-01,23,15.3,22.0,10.3,0.0
雲林縣,2019-01,24,16.7,23.6,11.8,0.0
雲林縣,2019-01,25,17.1,23.7,12.1,0.0
雲林縣,2019-01,26,15.6,20.8,11.9,0.0
雲林縣,2019-01,27,15.9,21.3,13.5,0.0
雲林縣,2019-01,28,16.9,24.0,11.7,0.0
雲林縣,2019-01,29,17.4,24.2,12.5,0.0
雲林縣,2019-01,30,19.2,25.9,14.0,0.0
雲林縣,2019-01,31,21.9,29.2,16.4,0.0
彰化縣,2019-01,01,18.2,23.9,14.0,0.0
彰化縣,2019-01,02,18.9,22.0,16.4,0.0
彰化縣,2019-01,03,19.5,23.0,17.5,0.5
彰化縣,2019-01,04,20.6,28.0,17.8,0.0
彰化縣,2019-01,05,22.0,28.1,17.7,0.0
彰化縣,2019-01,06,20.3,24.5,17.9,0.0
彰化縣,2019-01,07,20.8,26.9,17.0,0.0
彰化縣,2019-01,08,21.2,25.6,18.5,0.0
彰化縣,2019-01,09,20.4,25.8,17.9,0.0
彰化縣,2019-01,10,20.7,25.8,18.2,0.0
彰化縣,2019-01,11,21.7,27.7,18.9,0.0
彰化縣,2019-01,12,21.6,27.2,18.0,0.0
彰化縣,2019-01,13,20.4,25.6,17.8,0.0
彰化縣,2019-01,14,20.1,25.0,17.2,0.0
彰化縣,2019-01,15,20.2,25.5,17.8,0.0
彰化縣,2019-01,16,17.4,19.3,16.2,6.5
彰化縣,2019-01,17,16.3,20.1,14.5,2.0
彰化縣,2019-01,18,18.0,25.1,13.9,0.0
彰化縣,2019-01,19,18.9,23.3,15.0,0.0
彰化縣,2019-01,20,19.5,23.8,17.4,0.0
彰化縣,2019-01,21,16.5,21.0,14.5,0.0
彰化縣,2019-01,22,14.9,18.0,10.6,0.0
彰化縣,2019-01,23,15.5,22.9,9.8,0.0
